Postcode,In Use?,Latitude,Population,Longitude,Postcode district,Postcode area,Average Income,LSOA code,County
SW11 2AR,Yes,51.463796,45,-0.17695,SW11,SW,48000,E01004537,Greater London
SW11 2AY,Yes,51.464531,100,-0.177996,SW11,SW,48000,E01004538,Greater London
SW11 2BN,Yes,51.467418,30,-0.175117,SW11,SW,48000,E01004535,Greater London
SW11 2BQ,Yes,51.470443,14,-0.167279,SW11,SW,81200,E01004534,Greater London
SW11 2DL,Yes,51.465376,,-0.172121,SW11,SW,81200,E01004536,Greater London
SW11 2DX,Yes,51.471535,43,-0.165205,SW11,SW,56100,E01004540,Greater London
SW11 2LB,Yes,51.468317,133,-0.173382,SW11,SW,48000,E01004541,Greater London
SW11 3AA,Yes,51.472608,31,-0.1659,SW11,SW,73800,E01004579,Greater London
SW11 3AB,Yes,51.473833,27,-0.16612,SW11,SW,56100,E01004577,Greater London
SW11 3AF,Yes,51.476925,,-0.168838,SW11,SW,70800,E01004582,Greater London
SW11 3AG,Yes,51.478768,51,-0.170632,SW11,SW,70800,E01004583,Greater London
SW11 3BB,Yes,51.468402,,-0.179987,SW11,SW,73800,E01033133,Greater London
SW11 3BD,Yes,51.466564,,-0.179719,SW11,SW,73800,E01033101,Greater London
SW11 3BF,Yes,51.47092,40,-0.170115,SW11,SW,73800,E01004580,Greater London
SW11 3DB,Yes,51.477168,,-0.171722,SW11,SW,73800,E01004581,Greater London
SW11 3EX,Yes,51.477158,,-0.169361,SW11,SW,56100,E01004584,Greater London
SW11 3FU,Yes,51.472222,,-0.177464,SW11,SW,73800,E01033099,Greater London
SW11 4BD,Yes,51.477385,4,-0.149435,SW11,SW,70800,E01004566,Greater London
SW11 4BY,Yes,51.478284,,-0.148949,SW11,SW,62100,E01033098,Greater London
SW11 4DF,Yes,51.47557,136,-0.153019,SW11,SW,62100,E01004563,Greater London
SW11 4DU,Yes,51.474759,196,-0.15798,SW11,SW,70800,E01004560,Greater London
SW11 4HY,Yes,51.476262,33,-0.149031,SW11,SW,62100,E01033100,Greater London
SW11 4LH,Yes,51.473503,20,-0.157584,SW11,SW,56100,E01004539,Greater London
SW11 5AY,Yes,51.469949,,-0.156935,SW11,SW,66900,E01004590,Greater London
SW11 5DQ,Yes,51.46683,,-0.156442,SW11,SW,66900,E01004591,Greater London
SW11 5EB,Yes,51.463927,124,-0.157736,SW11,SW,108100,E01004589,Greater London
SW11 5LA,Yes,51.467418,28,-0.160187,SW11,SW,66900,E01004592,Greater London
SW11 5NR,Yes,51.464359,97,-0.154335,SW11,SW,108100,E01004587,Greater London
SW11 6AA,Yes,51.453729,104,-0.1577,SW11,SW,91600,E01004478,Greater London
SW11 6AB,Yes,51.454712,151,-0.155645,SW11,SW,91600,E01004477,Greater London
SW11 6AR,Yes,51.448557,12,-0.163294,SW11,SW,91600,E01004479,Greater London
SW11 6AS,Yes,51.455156,47,-0.160338,SW11,SW,91600,E01004555,Greater London
SW11 6BF,Yes,51.456372,,-0.167932,SW11,SW,94000,E01004557,Greater London
SW11 6ED,Yes,51.454527,86,-0.161569,SW11,SW,94000,E01004558,Greater London
SW11 6EL,Yes,51.451646,14,-0.165398,SW11,SW,94000,E01004559,Greater London
SW11 7AA,Yes,51.481091,,-0.131917,SW11,SW,62100,E01004562,Greater London
SW11 8AB,Yes,51.481323,,-0.145964,SW11,SW,62100,E01033132,Greater London
SW12 0AA,Yes,51.448263,56,-0.142435,SW12,SW,75300,E01003161,Greater London
SW12 0AB,Yes,51.447913,13,-0.14478,SW12,SW,75300,E01003157,Greater London
SW12 0AJ,Yes,51.447787,29,-0.136784,SW12,SW,75300,E01003163,Greater London
SW12 0AP,Yes,51.447923,10,-0.131154,SW12,SW,51300,E01003162,Greater London
SW12 0BH,Yes,51.453552,120,-0.144206,SW12,SW,90700,E01003030,Greater London
SW12 0BL,Yes,51.452683,31,-0.142071,SW12,SW,75300,E01003031,Greater London
SW12 0BS,Yes,51.445475,34,-0.145815,SW12,SW,81000,E01004473,Greater London
SW12 0BZ,Yes,51.449096,42,-0.144473,SW12,SW,81000,E01004480,Greater London
SW12 0DX,Yes,51.444537,106,-0.139967,SW12,SW,75300,E01003158,Greater London
SW12 0DY,Yes,51.444765,90,-0.140145,SW12,SW,75300,E01003156,Greater London
SW12 0HS,Yes,51.442445,56,-0.134443,SW12,SW,62600,E01003138,Greater London
SW12 0PJ,Yes,51.443225,90,-0.144567,SW12,SW,81000,E01004475,Greater London
SW12 0WN,Yes,51.446384,,-0.151563,SW12,SW,87000,E01004474,Greater London
SW12 8AA,Yes,51.448791,41,-0.149105,SW12,SW,87000,E01004472,Greater London
SW12 8AF,Yes,51.451701,75,-0.151107,SW12,SW,87000,E01004476,Greater London
SW12 8BY,Yes,51.44342,,-0.156866,SW12,SW,93800,E01004545,Greater London
SW12 8DF,Yes,51.445328,113,-0.156455,SW12,SW,87000,E01004544,Greater London
SW12 8DH,Yes,51.445148,56,-0.158765,SW12,SW,87000,E01004542,Greater London
SW12 8DU,Yes,51.443637,104,-0.158696,SW12,SW,93800,E01004543,Greater London
SW12 8EQ,Yes,51.44229,54,-0.157096,SW12,SW,75300,E01004548,Greater London
SW12 8EW,Yes,51.442334,1,-0.162202,SW12,SW,75300,E01004547,Greater London
SW12 8EY,Yes,51.442378,11,-0.157556,SW12,SW,93800,E01004546,Greater London
SW12 8JE,Yes,51.449093,78,-0.157441,SW12,SW,91600,E01004550,Greater London
SW12 9BA,Yes,51.441941,5,-0.153774,SW12,SW,73100,E01004485,Greater London
SW12 9HD,Yes,51.442082,38,-0.149034,SW12,SW,81000,E01004484,Greater London
SW12 9HG,Yes,51.438108,35,-0.146818,SW12,SW,81000,E01004486,Greater London
SW12 9HW,Yes,51.439119,193,-0.148147,SW12,SW,73100,E01004487,Greater London
SW13 0AA,Yes,51.471836,80,-0.248994,SW13,SW,75300,E01003854,Greater London
SW13 0AB,Yes,51.471388,53,-0.249155,SW13,SW,75300,E01003853,Greater London
SW13 0AH,Yes,51.470728,99,-0.250073,SW13,SW,75300,E01003857,Greater London
SW13 0AS,Yes,51.469418,81,-0.253334,SW13,SW,75300,E01003858,Greater London
SW13 0BE,Yes,51.466102,,-0.23902,SW13,SW,75300,E01003852,Greater London
SW13 0BH,Yes,51.472825,25,-0.241166,SW13,SW,72000,E01003799,Greater London
SW13 0WY,Yes,51.469275,,-0.26611,SW13,SW,75300,E01003855,Greater London
SW13 8AA,Yes,51.483833,42,-0.232303,SW13,SW,72000,E01003802,Greater London
SW13 8DP,Yes,51.485723,25,-0.231783,SW13,SW,72000,E01003801,Greater London
SW13 9AA,Yes,51.482633,70,-0.239809,SW13,SW,72000,E01003800,Greater London
SW13 9AG,Yes,51.484032,69,-0.239525,SW13,SW,72000,E01003803,Greater London
SW13 9AZ,Yes,51.47406,,-0.248592,SW13,SW,72000,E01003798,Greater London
SW13 9HD,Yes,51.475582,5,-0.241535,SW13,SW,72000,E01003797,Greater London
SW14 7AA,Yes,51.4614,54,-0.269921,SW14,SW,75000,E01003805,Greater London
SW14 7AY,Yes,51.463728,5,-0.269824,SW14,SW,78000,E01003804,Greater London
SW14 7BE,Yes,51.466132,58,-0.273111,SW14,SW,78000,E01003859,Greater London
SW14 7BS,Yes,51.468191,38,-0.277338,SW14,SW,73800,E01003865,Greater London
SW14 7ES,Yes,51.466422,,-0.267102,SW14,SW,78000,E01003807,Greater London
SW14 8AN,Yes,51.465119,22,-0.263509,SW14,SW,78000,E01003808,Greater London
SW14 8AR,Yes,51.463804,93,-0.26161,SW14,SW,78000,E01003809,Greater London
SW14 8BE,Yes,51.458093,34,-0.263943,SW14,SW,75000,E01003806,Greater London
SW14 8EY,Yes,51.46922,7,-0.26357,SW14,SW,75300,E01003856,Greater London
SW15 1AA,Yes,51.464124,54,-0.222906,SW15,SW,82100,E01004607,Greater London
SW15 1AF,Yes,51.464891,49,-0.224834,SW15,SW,82100,E01004604,Greater London
SW15 1AT,Yes,51.465451,60,-0.216212,SW15,SW,82100,E01004608,Greater London
SW15 1BA,Yes,51.46643,92,-0.222033,SW15,SW,82100,E01004606,Greater London
SW15 1BG,Yes,51.466437,150,-0.227216,SW15,SW,82100,E01004605,Greater London
SW15 1NH,Yes,51.46413,12,-0.216249,SW15,SW,90300,E01004609,Greater London
SW15 1SN,Yes,51.465175,,-0.213924,SW15,SW,90300,E01033093,Greater London
SW15 1UT,Yes,51.460496,,-0.218564,SW15,SW,76200,E01004506,Greater London
SW15 2AF,Yes,51.459243,38,-0.21358,SW15,SW,80700,E01004507,Greater London
SW15 2BD,Yes,51.457484,38,-0.213284,SW15,SW,80700,E01004500,Greater London
SW15 2DX,Yes,51.460578,138,-0.210932,SW15,SW,90300,E01004602,Greater London
SW15 2EA,Yes,51.460588,148,-0.207477,SW15,SW,90300,E01033135,Greater London
SW15 2EL,Yes,51.456303,79,-0.213085,SW15,SW,80700,E01004503,Greater London
SW15 2QD,Yes,51.459195,,-0.200463,SW15,SW,90300,E01004511,Greater London
SW15 2QR,Yes,51.45941,60,-0.203953,SW15,SW,89900,E01004499,Greater London
SW15 3AA,Yes,51.452653,87,-0.230931,SW15,SW,57900,E01004645,Greater London
SW15 3AF,Yes,51.453676,100,-0.233165,SW15,SW,57900,E01004644,Greater London
SW15 3AL,Yes,51.43477,26,-0.25936,SW15,SW,68600,E01002955,Greater London
SW15 3AN,Yes,51.438124,7,-0.2479,SW15,SW,46000,E01004573,Greater London
SW15 3AP,Yes,51.455256,,-0.223998,SW15,SW,57900,E01004643,Greater London
SW15 3HA,Yes,51.452953,40,-0.219194,SW15,SW,80700,E01004505,Greater London
SW15 3HX,Yes,51.450196,82,-0.218332,SW15,SW,55800,E01004628,Greater London
SW15 3NG,Yes,51.452929,4,-0.22121,SW15,SW,57900,E01004572,Greater London
SW15 4AB,Yes,51.447978,47,-0.238744,SW15,SW,46000,E01004571,Greater London
SW15 4BB,Yes,51.454039,,-0.244738,SW15,SW,38900,E01004568,Greater London
SW15 4BP,Yes,51.44428,56,-0.240968,SW15,SW,46000,E01004570,Greater London
SW15 4DA,Yes,51.451551,,-0.248566,SW15,SW,46000,E01004569,Greater London
SW15 4DU,Yes,51.452353,2,-0.248646,SW15,SW,38900,E01004574,Greater London
SW15 4PD,Yes,51.452758,,-0.253486,SW15,SW,38900,E01004576,Greater London
SW15 5AA,Yes,51.46358,67,-0.238167,SW15,SW,76200,E01004641,Greater London
SW15 5AD,Yes,51.46003,82,-0.237671,SW15,SW,57900,E01004642,Greater London
SW15 5FA,Yes,51.464903,,-0.247782,SW15,SW,38900,E01004575,Greater London
SW15 5HD,Yes,51.463275,75,-0.236423,SW15,SW,76200,E01004639,Greater London
SW15 5HN,Yes,51.458705,29,-0.235073,SW15,SW,76200,E01004638,Greater London
SW15 6BT,Yes,51.457269,48,-0.225168,SW15,SW,80700,E01004501,Greater London
SW15 6DL,Yes,51.462211,,-0.224889,SW15,SW,76200,E01004640,Greater London
SW16 1AA,Yes,51.438392,74,-0.130763,SW16,SW,66700,E01003117,Greater London
SW16 1AD,Yes,51.438526,47,-0.136355,SW16,SW,66700,E01003116,Greater London
SW16 1BB,Yes,51.431138,55,-0.129808,SW16,SW,66700,E01003118,Greater London
SW16 1DG,Yes,51.436585,,-0.127398,SW16,SW,66700,E01003153,Greater London
SW16 1DQ,Yes,51.425195,,-0.14169,SW16,SW,56000,E01004517,Greater London
SW16 1HJ,Yes,51.429821,70,-0.130092,SW16,SW,59600,E01003120,Greater London
SW16 1NR,Yes,51.42695,41,-0.143544,SW16,SW,56000,E01004524,Greater London
SW16 1NU,Yes,51.427088,97,-0.144329,SW16,SW,64300,E01004523,Greater London
SW16 1PG,Yes,51.430591,10,-0.129327,SW16,SW,66700,E01003155,Greater London
SW16 1QE,Yes,51.428977,108,-0.13525,SW16,SW,59600,E01003119,Greater London
SW16 1RU,Yes,51.432474,,-0.139683,SW16,SW,81000,E01004483,Greater London
SW16 2AB,Yes,51.424282,110,-0.122824,SW16,SW,62700,E01003149,Greater London
SW16 2AD,Yes,51.424461,32,-0.12332,SW16,SW,59600,E01003150,Greater London
SW16 2AE,Yes,51.42675,13,-0.121932,SW16,SW,59600,E01003148,Greater London
SW16 2AH,Yes,51.427892,130,-0.119137,SW16,SW,62700,E01003154,Greater London
SW16 2JG,Yes,51.436349,166,-0.11325,SW16,SW,64100,E01003152,Greater London
SW16 2LH,Yes,51.435575,86,-0.121037,SW16,SW,62600,E01003151,Greater London
SW16 2LL,Yes,51.436479,71,-0.119101,SW16,SW,62600,E01003135,Greater London
SW16 3AA,Yes,51.41659,93,-0.120378,SW16,SW,53800,E01001083,Greater London
SW16 3AN,Yes,51.414837,86,-0.1238,SW16,SW,61600,E01003141,Greater London
SW16 3AP,Yes,51.420483,,-0.124794,SW16,SW,61600,E01003144,Greater London
SW16 3DJ,Yes,51.419749,115,-0.125037,SW16,SW,61600,E01003147,Greater London
SW16 3LG,Yes,51.413685,26,-0.122036,SW16,SW,53800,E01001087,Greater London
SW16 3LH,Yes,51.414737,10,-0.123172,SW16,SW,54100,E01001085,Greater London
SW16 3PX,Yes,51.421288,72,-0.129059,SW16,SW,61600,E01003145,Greater London
SW16 3SN,Yes,51.422087,20,-0.12953,SW16,SW,61600,E01003115,Greater London
SW16 4AB,Yes,51.40177,10,-0.120942,SW16,SW,54100,E01001091,Greater London
SW16 4AE,Yes,51.411078,41,-0.123224,SW16,SW,54100,E01001089,Greater London
SW16 4AS,Yes,51.405943,55,-0.120944,SW16,SW,54100,E01001090,Greater London
SW16 4BA,Yes,51.405679,117,-0.129164,SW16,SW,54100,E01001088,Greater London
SW16 4HA,Yes,51.40629,179,-0.135339,SW16,SW,59200,E01003414,Greater London
SW16 4JY,Yes,51.405389,88,-0.111638,SW16,SW,53800,E01001086,Greater London
SW16 5AA,Yes,51.418438,185,-0.137546,SW16,SW,59800,E01003146,Greater London
SW16 5AN,Yes,51.414206,73,-0.14173,SW16,SW,59800,E01003139,Greater London
SW16 5BN,Yes,51.409448,,-0.140011,SW16,SW,59200,E01003413,Greater London
SW16 5DY,Yes,51.414666,154,-0.132206,SW16,SW,59800,E01003140,Greater London
SW16 5EJ,Yes,51.414201,120,-0.135763,SW16,SW,59800,E01003142,Greater London
SW16 5NR,Yes,51.418475,,-0.13533,SW16,SW,59600,E01003114,Greater London
SW16 6AF,Yes,51.425942,257,-0.133875,SW16,SW,59600,E01003113,Greater London
SW16 6BD,Yes,51.419398,192,-0.140829,SW16,SW,56000,E01004521,Greater London
SW16 6DX,Yes,51.41882,91,-0.14576,SW16,SW,56000,E01004522,Greater London
SW16 6NS,Yes,51.423274,111,-0.143117,SW16,SW,64300,E01004518,Greater London
SW16 6QE,Yes,51.420024,25,-0.151375,SW16,SW,64300,E01004519,Greater London
SW16 6QL,Yes,51.421769,55,-0.149708,SW16,SW,64300,E01004520,Greater London
SW16 6SH,Yes,51.425148,87,-0.148997,SW16,SW,64300,E01004516,Greater London
SW17 0AA,Yes,51.433773,144,-0.182961,SW17,SW,79000,E01004492,Greater London
SW17 0AE,Yes,51.434178,64,-0.181222,SW17,SW,79000,E01004491,Greater London
SW17 0AH,Yes,51.43669,68,-0.183205,SW17,SW,79000,E01004490,Greater London
SW17 0AL,Yes,51.438561,89,-0.18031,SW17,SW,74800,E01004497,Greater London
SW17 0AN,Yes,51.440009,48,-0.176281,SW17,SW,93800,E01004626,Greater London
SW17 0AW,Yes,51.44068,79,-0.175492,SW17,SW,74800,E01004624,Greater London
SW17 0AX,Yes,51.431803,,-0.184683,SW17,SW,81200,E01003475,Greater London
SW17 0BP,Yes,51.430507,56,-0.181738,SW17,SW,58700,E01004615,Greater London
SW17 0BZ,Yes,51.42641,3,-0.179056,SW17,SW,58700,E01004617,Greater London
SW17 0DN,Yes,51.429908,38,-0.166344,SW17,SW,60700,E01004613,Greater London
SW17 0DS,Yes,51.430334,39,-0.167118,SW17,SW,60700,E01004610,Greater London
SW17 0DT,Yes,51.431055,64,-0.168366,SW17,SW,73100,E01004612,Greater London
SW17 0EG,Yes,51.429268,83,-0.169128,SW17,SW,58700,E01004616,Greater London
SW17 0GS,Yes,51.430164,,-0.174674,SW17,SW,58700,E01004614,Greater London
SW17 0GU,Yes,51.424426,,-0.171177,SW17,SW,65300,E01004526,Greater London
SW17 0PA,Yes,51.437893,21,-0.187103,SW17,SW,79000,E01004498,Greater London
SW17 0RH,Yes,51.428936,,-0.166322,SW17,SW,65300,E01004525,Greater London
SW17 0TD,Yes,51.423214,,-0.172491,SW17,SW,65300,E01004530,Greater London
SW17 6DE,Yes,51.431022,24,-0.152557,SW17,SW,73100,E01004482,Greater London
SW17 7BA,Yes,51.43602,39,-0.158646,SW17,SW,75300,E01004481,Greater London
SW17 7BE,Yes,51.437227,55,-0.157058,SW17,SW,75300,E01004488,Greater London
SW17 7BX,Yes,51.435261,36,-0.164198,SW17,SW,73100,E01004618,Greater London
SW17 7DD,Yes,51.437989,73,-0.164981,SW17,SW,93800,E01004549,Greater London
SW17 7PB,Yes,51.434158,51,-0.162677,SW17,SW,73100,E01004611,Greater London
SW17 8AP,Yes,51.426149,,-0.162348,SW17,SW,65300,E01004527,Greater London
SW17 8DJ,Yes,51.429849,34,-0.156834,SW17,SW,73100,E01004532,Greater London
SW17 8HG,Yes,51.427532,46,-0.161645,SW17,SW,60700,E01004533,Greater London
SW17 8HR,Yes,51.429441,26,-0.158361,SW17,SW,60700,E01004531,Greater London
SW17 8JJ,Yes,51.434825,128,-0.150738,SW17,SW,73100,E01004489,Greater London
SW17 8PX,Yes,51.423899,153,-0.160482,SW17,SW,65300,E01004528,Greater London
SW17 9AA,Yes,51.421879,,-0.160707,SW17,SW,65300,E01004529,Greater London
SW17 9DD,Yes,51.421864,30,-0.171826,SW17,SW,71100,E01003370,Greater London
SW17 9DP,Yes,51.420654,32,-0.17035,SW17,SW,71100,E01003371,Greater London
SW18 1AA,Yes,51.458481,69,-0.185568,SW18,SW,79800,E01004510,Greater London
SW18 1AF,Yes,51.45991,,-0.188477,SW18,SW,90300,E01004509,Greater London
SW18 1AH,Yes,51.460256,50,-0.18702,SW18,SW,79800,E01004514,Greater London
SW18 1AX,Yes,51.456441,9,-0.200259,SW18,SW,89900,E01004502,Greater London
SW18 1LF,Yes,51.454284,30,-0.204499,SW18,SW,89900,E01004504,Greater London
SW18 1LS,Yes,51.452657,49,-0.199271,SW18,SW,68000,E01004601,Greater London
SW18 1WD,Yes,51.44833,,-0.191511,SW18,SW,79200,E01004493,Greater London
SW18 2AA,Yes,51.456973,,-0.186348,SW18,SW,79200,E01004512,Greater London
SW18 2AB,Yes,51.451683,8,-0.188611,SW18,SW,68000,E01004513,Greater London
SW18 2AP,Yes,51.452331,61,-0.185682,SW18,SW,79200,E01004620,Greater London
SW18 2AU,Yes,51.45117,43,-0.189121,SW18,SW,68000,E01004494,Greater London
SW18 2BF,Yes,51.454446,,-0.182878,SW18,SW,79200,E01004627,Greater London
SW18 2DS,Yes,51.451367,17,-0.183299,SW18,SW,79200,E01004623,Greater London
SW18 2TF,Yes,51.454936,66,-0.175097,SW18,SW,94000,E01004619,Greater London
SW18 2TJ,Yes,51.452709,14,-0.173602,SW18,SW,74800,E01004622,Greater London
SW18 3DF,Yes,51.444758,69,-0.186237,SW18,SW,74800,E01004496,Greater London
SW18 3EB,Yes,51.444522,99,-0.188405,SW18,SW,74800,E01004495,Greater London
SW18 3JL,Yes,51.444085,95,-0.174119,SW18,SW,93800,E01004625,Greater London
SW18 4AG,Yes,51.456706,70,-0.195873,SW18,SW,68000,E01004600,Greater London
SW18 4BD,Yes,51.450062,25,-0.195372,SW18,SW,88100,E01004593,Greater London
SW18 4FA,Yes,51.443821,,-0.193675,SW18,SW,88100,E01004598,Greater London
SW18 4PT,Yes,51.442232,59,-0.196166,SW18,SW,88100,E01004597,Greater London
SW18 4RL,Yes,51.440558,24,-0.190826,SW18,SW,81200,E01003478,Greater London
SW18 4SQ,Yes,51.446242,5,-0.196674,SW18,SW,88100,E01004595,Greater London
SW18 5BA,Yes,51.444497,,-0.205449,SW18,SW,89900,E01004596,Greater London
SW18 5BB,Yes,51.439139,,-0.202609,SW18,SW,81200,E01003472,Greater London
SW18 5BT,Yes,51.44056,120,-0.203815,SW18,SW,88100,E01004599,Greater London
SW18 5JF,Yes,51.447949,129,-0.209516,SW18,SW,89900,E01004629,Greater London
SW18 5LP,Yes,51.444986,30,-0.203358,SW18,SW,89900,E01004594,Greater London
SW18 5PN,Yes,51.448434,15,-0.214788,SW18,SW,55800,E01004630,Greater London
SW19 1AA,Yes,51.421629,98,-0.186218,SW19,SW,80400,E01003459,Greater London
SW19 1AF,Yes,51.416454,17,-0.184802,SW19,SW,80400,E01003359,Greater London
SW19 1AL,Yes,51.421415,22,-0.184558,SW19,SW,71100,E01003455,Greater London
SW19 1AU,Yes,51.41578,50,-0.191804,SW19,SW,80400,E01003360,Greater London
SW19 1DD,Yes,51.4152,,-0.181612,SW19,SW,71100,E01003367,Greater London
SW19 1ED,Yes,51.419026,73,-0.194121,SW19,SW,86400,E01003358,Greater London
SW19 1EE,Yes,51.416613,158,-0.192734,SW19,SW,86400,E01003355,Greater London
SW19 1EH,Yes,51.418833,30,-0.19328,SW19,SW,80400,E01003458,Greater London
SW19 1EN,Yes,51.420074,9,-0.194377,SW19,SW,80400,E01003457,Greater London
SW19 1FS,Yes,51.415002,,-0.201412,SW19,SW,86400,E01003384,Greater London
SW19 1LA,Yes,51.415185,22,-0.196933,SW19,SW,86400,E01003356,Greater London
SW19 1LQ,Yes,51.417783,28,-0.202727,SW19,SW,86400,E01003383,Greater London
SW19 1QP,Yes,51.416892,,-0.213289,SW19,SW,85900,E01003403,Greater London
SW19 1RD,Yes,51.419682,,-0.200509,SW19,SW,84000,E01003456,Greater London
SW19 2AH,Yes,51.421932,88,-0.176167,SW19,SW,71100,E01003369,Greater London
SW19 2DW,Yes,51.41088,134,-0.179051,SW19,SW,51400,E01003408,Greater London
SW19 2FD,Yes,51.414754,,-0.186462,SW19,SW,51400,E01003357,Greater London
SW19 3AN,Yes,51.413291,34,-0.203608,SW19,SW,73000,E01003428,Greater London
SW19 3DT,Yes,51.406266,90,-0.197053,SW19,SW,73000,E01003424,Greater London
SW19 3JJ,Yes,51.406707,102,-0.20237,SW19,SW,73000,E01003425,Greater London
SW19 3NS,Yes,51.410701,2,-0.208325,SW19,SW,85500,E01003423,Greater London
SW19 3PH,Yes,51.416159,36,-0.210643,SW19,SW,85500,E01003385,Greater London
SW19 3QB,Yes,51.412537,3,-0.213129,SW19,SW,85500,E01003380,Greater London
SW19 4AA,Yes,51.421863,74,-0.21078,SW19,SW,85900,E01003402,Greater London
SW19 4AB,Yes,51.422475,,-0.210842,SW19,SW,85900,E01003401,Greater London
SW19 4BL,Yes,51.416386,12,-0.217839,SW19,SW,85900,E01003404,Greater London
SW19 4JD,Yes,51.414882,83,-0.217697,SW19,SW,85500,E01003399,Greater London
SW19 4PE,Yes,51.422652,52,-0.220127,SW19,SW,76500,E01003460,Greater London
SW19 4PU,Yes,51.423531,57,-0.21818,SW19,SW,85900,E01003461,Greater London
SW19 4RE,Yes,51.418386,20,-0.227009,SW19,SW,80900,E01003442,Greater London
SW19 4RH,Yes,51.421121,16,-0.228299,SW19,SW,76500,E01003462,Greater London
SW19 5AB,Yes,51.429359,23,-0.212314,SW19,SW,76500,E01003465,Greater London
SW19 5AF,Yes,51.436813,5,-0.214009,SW19,SW,76500,E01003464,Greater London
SW19 5LH,Yes,51.443855,69,-0.222378,SW19,SW,66500,E01004634,Greater London
SW19 5LR,Yes,51.446217,6,-0.221595,SW19,SW,55800,E01004631,Greater London
SW19 5ND,Yes,51.440162,4,-0.223773,SW19,SW,66500,E01004636,Greater London
SW19 5PD,Yes,51.439026,19,-0.218234,SW19,SW,66500,E01004637,Greater London
SW19 6AS,Yes,51.44424,32,-0.215744,SW19,SW,66500,E01004635,Greater London
SW19 6JN,Yes,51.441607,150,-0.212321,SW19,SW,66500,E01004632,Greater London
SW19 6LU,Yes,51.444921,16,-0.212019,SW19,SW,55800,E01004633,Greater London
SW19 7AG,Yes,51.424932,28,-0.205093,SW19,SW,84000,E01003400,Greater London
SW19 7BD,Yes,51.427306,76,-0.200958,SW19,SW,84000,E01003476,Greater London
SW19 7DJ,Yes,51.432468,23,-0.201575,SW19,SW,81200,E01003474,Greater London
SW19 7HL,Yes,51.431911,16,-0.198706,SW19,SW,81200,E01003473,Greater London
SW19 8HE,Yes,51.426349,93,-0.187901,SW19,SW,84000,E01003477,Greater London
SW19 8HH,Yes,51.423924,,-0.195074,SW19,SW,84000,E01003454,Greater London
SW1A 0AA,Yes,51.49984,7,-0.124663,SW1A,SW,68800,E01004733,Greater London
SW1A 1AA,Yes,51.501009,41,-0.141588,SW1A,SW,68500,E01004736,Greater London
SW1A 1AG,Yes,51.5103,,-0.124611,SW1A,SW,68500,E01004734,Greater London
SW1A 2HQ,Yes,51.501793,,-0.129251,SW1A,SW,68800,E01004731,Greater London
SW1E 5BP,Yes,51.496656,,-0.139752,SW1E,SW,68800,E01004748,Greater London
SW1E 5ND,Yes,51.496414,,-0.143849,SW1E,SW,53000,E01004750,Greater London
SW1E 6QL,Yes,51.496926,,-0.137028,SW1E,SW,68800,E01004744,Greater London
SW1H 0ET,Yes,51.498772,,-0.130974,SW1H,SW,68800,E01004732,Greater London
SW1P 1JP,Yes,51.493457,31,-0.137717,SW1P,SW,59300,E01004747,Greater London
SW1P 2AA,Yes,51.494764,,-0.130508,SW1P,SW,59300,E01004743,Greater London
SW1P 2AW,Yes,51.4947,,-0.126545,SW1P,SW,59300,E01004745,Greater London
SW1P 2LX,Yes,51.493253,28,-0.133321,SW1P,SW,59300,E01004746,Greater London
SW1V 1AD,Yes,51.493672,,-0.140517,SW1V,SW,78100,E01004749,Greater London
SW1V 1BX,Yes,51.491069,,-0.144786,SW1V,SW,78100,E01004751,Greater London
SW1V 1RU,Yes,51.492534,,-0.138533,SW1V,SW,59300,E01004740,Greater London
SW1V 2AQ,Yes,51.489618,,-0.141734,SW1V,SW,78100,E01004753,Greater London
SW1V 2BH,Yes,51.48983,78,-0.136396,SW1V,SW,78100,E01004742,Greater London
SW1V 2DB,Yes,51.490309,239,-0.140428,SW1V,SW,78100,E01004752,Greater London
SW1V 2HJ,Yes,51.48933,28,-0.131547,SW1V,SW,61500,E01004737,Greater London
SW1V 2HP,Yes,51.488881,65,-0.136132,SW1V,SW,61500,E01004741,Greater London
SW1V 3AA,Yes,51.48634,,-0.142573,SW1V,SW,61500,E01004665,Greater London
SW1V 3AE,Yes,51.485639,40,-0.142601,SW1V,SW,53000,E01004668,Greater London
SW1V 3AP,Yes,51.48818,,-0.137173,SW1V,SW,61500,E01004738,Greater London
SW1V 3AX,Yes,51.485985,122,-0.137244,SW1V,SW,61500,E01004739,Greater London
SW1V 3AY,Yes,51.487572,70,-0.138619,SW1V,SW,61500,E01004669,Greater London
SW1V 3BP,Yes,51.486093,133,-0.14519,SW1V,SW,53000,E01033597,Greater London
SW1V 4AR,Yes,51.488955,45,-0.14699,SW1V,SW,53000,E01033599,Greater London
SW1W 0DH,Yes,51.497246,15,-0.147493,SW1W,SW,86100,E01004690,Greater London
SW1W 8AB,Yes,51.492011,,-0.158279,SW1W,SW,70000,E01002902,Greater London
SW1W 8AU,Yes,51.489934,13,-0.150829,SW1W,SW,53000,E01004667,Greater London
SW1W 8EE,Yes,51.493065,13,-0.156666,SW1W,SW,85700,E01002859,Greater London
SW1W 8EU,Yes,51.494505,14,-0.155106,SW1W,SW,86100,E01004687,Greater London
SW1W 8HU,Yes,51.490499,,-0.154245,SW1W,SW,53000,E01004666,Greater London
